STB Manufacturer,STB Model,STB Serial,STB Production Date,Chipset Type,Chipset Version,Chipset Id
INTEK Digital,HD-S73CX,C28H1552L00685,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541040
INTEK Digital,HD-S73CX,C28H1552L00686,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652542304
INTEK Digital,HD-S73CX,C28H1552L00687,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536966
INTEK Digital,HD-S73CX,C28H1552L00688,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532660
INTEK Digital,HD-S73CX,C28H1552L00689,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652525285
INTEK Digital,HD-S73CX,C28H1552L00690,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536684
INTEK Digital,HD-S73CX,C28H1552L00691,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541530
INTEK Digital,HD-S73CX,C28H1552L00692,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540454
INTEK Digital,HD-S73CX,C28H1552L00693,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540702
INTEK Digital,HD-S73CX,C28H1552L00694,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540597
INTEK Digital,HD-S73CX,C28H1552L00695,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537695
INTEK Digital,HD-S73CX,C28H1552L00696,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536754
INTEK Digital,HD-S73CX,C28H1552L00697,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652542201
INTEK Digital,HD-S73CX,C28H1552L00698,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529458
INTEK Digital,HD-S73CX,C28H1552L00699,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652538375
INTEK Digital,HD-S73CX,C28H1552L00700,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540978
INTEK Digital,HD-S73CX,C28H1552L00701,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652515981
INTEK Digital,HD-S73CX,C28H1552L00702,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532146
INTEK Digital,HD-S73CX,C28H1552L00703,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539612
INTEK Digital,HD-S73CX,C28H1552L00704,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537288
INTEK Digital,HD-S73CX,C28H1552L00705,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540193
INTEK Digital,HD-S73CX,C28H1552L00706,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652519595
INTEK Digital,HD-S73CX,C28H1552L00707,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516554
INTEK Digital,HD-S73CX,C28H1552L00708,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514603
INTEK Digital,HD-S73CX,C28H1552L00709,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514455
INTEK Digital,HD-S73CX,C28H1552L00710,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535879
INTEK Digital,HD-S73CX,C28H1552L00711,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529484
INTEK Digital,HD-S73CX,C28H1552L00712,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532113
INTEK Digital,HD-S73CX,C28H1552L00713,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537788
INTEK Digital,HD-S73CX,C28H1552L00714,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541541
INTEK Digital,HD-S73CX,C28H1552L00715,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652542003
INTEK Digital,HD-S73CX,C28H1552L00716,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539378
INTEK Digital,HD-S73CX,C28H1552L00717,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536654
INTEK Digital,HD-S73CX,C28H1552L00718,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514456
INTEK Digital,HD-S73CX,C28H1552L00719,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529322
INTEK Digital,HD-S73CX,C28H1552L00720,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535966
INTEK Digital,HD-S73CX,C28H1552L00721,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537015
INTEK Digital,HD-S73CX,C28H1552L00722,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529336
INTEK Digital,HD-S73CX,C28H1552L00723,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514596
INTEK Digital,HD-S73CX,C28H1552L00724,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536001
INTEK Digital,HD-S73CX,C28H1552L00725,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541701
INTEK Digital,HD-S73CX,C28H1552L00726,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536652
INTEK Digital,HD-S73CX,C28H1552L00727,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535076
INTEK Digital,HD-S73CX,C28H1552L00728,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541787
INTEK Digital,HD-S73CX,C28H1552L00729,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516766
INTEK Digital,HD-S73CX,C28H1552L00730,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536016
INTEK Digital,HD-S73CX,C28H1552L00731,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652538997
INTEK Digital,HD-S73CX,C28H1552L00732,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534431
INTEK Digital,HD-S73CX,C28H1552L00733,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652542169
INTEK Digital,HD-S73CX,C28H1552L00734,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516577
INTEK Digital,HD-S73CX,C28H1552L00735,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652542294
INTEK Digital,HD-S73CX,C28H1552L00736,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652538307
INTEK Digital,HD-S73CX,C28H1552L00737,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540588
INTEK Digital,HD-S73CX,C28H1552L00738,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532342
INTEK Digital,HD-S73CX,C28H1552L00739,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532354
INTEK Digital,HD-S73CX,C28H1552L00740,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529285
INTEK Digital,HD-S73CX,C28H1552L00741,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529499
INTEK Digital,HD-S73CX,C28H1552L00742,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516092
INTEK Digital,HD-S73CX,C28H1552L00743,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529450
INTEK Digital,HD-S73CX,C28H1552L00744,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541686
INTEK Digital,HD-S73CX,C28H1552L00745,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539319
INTEK Digital,HD-S73CX,C28H1552L00746,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532118
INTEK Digital,HD-S73CX,C28H1552L00747,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514624
INTEK Digital,HD-S73CX,C28H1552L00748,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514746
INTEK Digital,HD-S73CX,C28H1552L00749,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537794
INTEK Digital,HD-S73CX,C28H1552L00750,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652538317
INTEK Digital,HD-S73CX,C28H1552L00751,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532330
INTEK Digital,HD-S73CX,C28H1552L00752,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514622
INTEK Digital,HD-S73CX,C28H1552L00753,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516239
INTEK Digital,HD-S73CX,C28H1552L00754,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652515941
INTEK Digital,HD-S73CX,C28H1552L00755,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532088
INTEK Digital,HD-S73CX,C28H1552L00756,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541101
INTEK Digital,HD-S73CX,C28H1552L00757,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529468
INTEK Digital,HD-S73CX,C28H1552L00758,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541930
INTEK Digital,HD-S73CX,C28H1552L00759,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514452
INTEK Digital,HD-S73CX,C28H1552L00760,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529348
INTEK Digital,HD-S73CX,C28H1552L00761,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529402
INTEK Digital,HD-S73CX,C28H1552L00762,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537347
INTEK Digital,HD-S73CX,C28H1552L00763,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535986
INTEK Digital,HD-S73CX,C28H1552L00764,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541545
INTEK Digital,HD-S73CX,C28H1552L00765,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529299
INTEK Digital,HD-S73CX,C28H1552L00766,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529520
INTEK Digital,HD-S73CX,C28H1552L00767,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652543965
INTEK Digital,HD-S73CX,C28H1552L00768,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537537
INTEK Digital,HD-S73CX,C28H1552L00769,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514886
INTEK Digital,HD-S73CX,C28H1552L00770,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536928
INTEK Digital,HD-S73CX,C28H1552L00771,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536018
INTEK Digital,HD-S73CX,C28H1552L00772,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529277
INTEK Digital,HD-S73CX,C28H1552L00773,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516013
INTEK Digital,HD-S73CX,C28H1552L00774,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532181
INTEK Digital,HD-S73CX,C28H1552L00775,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536943
INTEK Digital,HD-S73CX,C28H1552L00776,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535439
INTEK Digital,HD-S73CX,C28H1552L00777,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541549
INTEK Digital,HD-S73CX,C28H1552L00778,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539174
INTEK Digital,HD-S73CX,C28H1552L00779,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540602
INTEK Digital,HD-S73CX,C28H1552L00780,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529267
INTEK Digital,HD-S73CX,C28H1552L00781,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540802
INTEK Digital,HD-S73CX,C28H1552L00782,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536629
INTEK Digital,HD-S73CX,C28H1552L00783,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532173
INTEK Digital,HD-S73CX,C28H1552L00784,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536925
INTEK Digital,HD-S73CX,C28H1552L00785,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529456
INTEK Digital,HD-S73CX,C28H1552L00786,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539064
INTEK Digital,HD-S73CX,C28H1552L00787,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532209
INTEK Digital,HD-S73CX,C28H1552L00788,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537516
INTEK Digital,HD-S73CX,C28H1552L00789,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537541
INTEK Digital,HD-S73CX,C28H1552L00790,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535121
INTEK Digital,HD-S73CX,C28H1552L00791,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535107
INTEK Digital,HD-S73CX,C28H1552L00792,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535484
INTEK Digital,HD-S73CX,C28H1552L00793,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535325
INTEK Digital,HD-S73CX,C28H1552L00794,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535598
INTEK Digital,HD-S73CX,C28H1552L00795,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535624
INTEK Digital,HD-S73CX,C28H1552L00796,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541774
INTEK Digital,HD-S73CX,C28H1552L00797,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535619
INTEK Digital,HD-S73CX,C28H1552L00798,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535350
INTEK Digital,HD-S73CX,C28H1552L00799,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535658
INTEK Digital,HD-S73CX,C28H1552L00800,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652538359
INTEK Digital,HD-S73CX,C28H1552L00801,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532140
INTEK Digital,HD-S73CX,C28H1552L00802,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535328
INTEK Digital,HD-S73CX,C28H1552L00803,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514633
INTEK Digital,HD-S73CX,C28H1552L00804,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535639
INTEK Digital,HD-S73CX,C28H1552L00805,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516424
INTEK Digital,HD-S73CX,C28H1552L00806,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535366
INTEK Digital,HD-S73CX,C28H1552L00807,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514612
INTEK Digital,HD-S73CX,C28H1552L00808,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535615
INTEK Digital,HD-S73CX,C28H1552L00809,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535823
INTEK Digital,HD-S73CX,C28H1552L00810,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535629
INTEK Digital,HD-S73CX,C28H1552L00811,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540673
INTEK Digital,HD-S73CX,C28H1552L00812,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535646
INTEK Digital,HD-S73CX,C28H1552L00813,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534961
INTEK Digital,HD-S73CX,C28H1552L00814,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535296
INTEK Digital,HD-S73CX,C28H1552L00815,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535829
INTEK Digital,HD-S73CX,C28H1552L00816,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541740
INTEK Digital,HD-S73CX,C28H1552L00817,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535631
INTEK Digital,HD-S73CX,C28H1552L00818,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535288
INTEK Digital,HD-S73CX,C28H1552L00819,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535842
INTEK Digital,HD-S73CX,C28H1552L00820,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535561
INTEK Digital,HD-S73CX,C28H1552L00821,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534964
INTEK Digital,HD-S73CX,C28H1552L00822,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535492
INTEK Digital,HD-S73CX,C28H1552L00823,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535949
INTEK Digital,HD-S73CX,C28H1552L00824,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536955
INTEK Digital,HD-S73CX,C28H1552L00825,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537847
INTEK Digital,HD-S73CX,C28H1552L00826,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535390
INTEK Digital,HD-S73CX,C28H1552L00827,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532474
INTEK Digital,HD-S73CX,C28H1552L00828,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516602
INTEK Digital,HD-S73CX,C28H1552L00829,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529553
INTEK Digital,HD-S73CX,C28H1552L00830,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514487
INTEK Digital,HD-S73CX,C28H1552L00831,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535517
INTEK Digital,HD-S73CX,C28H1552L00832,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535301
INTEK Digital,HD-S73CX,C28H1552L00833,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535548
INTEK Digital,HD-S73CX,C28H1552L00834,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535335
INTEK Digital,HD-S73CX,C28H1552L00835,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516590
INTEK Digital,HD-S73CX,C28H1552L00836,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535074
INTEK Digital,HD-S73CX,C28H1552L00837,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535102
INTEK Digital,HD-S73CX,C28H1552L00838,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535606
INTEK Digital,HD-S73CX,C28H1552L00839,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539427
INTEK Digital,HD-S73CX,C28H1552L00840,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516185
INTEK Digital,HD-S73CX,C28H1552L00841,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535499
INTEK Digital,HD-S73CX,C28H1552L00842,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535322
INTEK Digital,HD-S73CX,C28H1552L00843,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516427
INTEK Digital,HD-S73CX,C28H1552L00844,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540820
INTEK Digital,HD-S73CX,C28H1552L00845,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535590
INTEK Digital,HD-S73CX,C28H1552L00846,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540009
INTEK Digital,HD-S73CX,C28H1552L00847,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535731
INTEK Digital,HD-S73CX,C28H1552L00848,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535292
INTEK Digital,HD-S73CX,C28H1552L00849,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541025
INTEK Digital,HD-S73CX,C28H1552L00850,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652542310
INTEK Digital,HD-S73CX,C28H1552L00851,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652544079
INTEK Digital,HD-S73CX,C28H1552L00852,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539554
INTEK Digital,HD-S73CX,C28H1552L00853,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541526
INTEK Digital,HD-S73CX,C28H1552L00854,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529303
INTEK Digital,HD-S73CX,C28H1552L00855,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529296
INTEK Digital,HD-S73CX,C28H1552L00856,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539135
INTEK Digital,HD-S73CX,C28H1552L00857,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537779
INTEK Digital,HD-S73CX,C28H1552L00858,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537109
INTEK Digital,HD-S73CX,C28H1552L00859,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652543986
INTEK Digital,HD-S73CX,C28H1552L00860,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535084
INTEK Digital,HD-S73CX,C28H1552L00861,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532192
INTEK Digital,HD-S73CX,C28H1552L00862,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540456
INTEK Digital,HD-S73CX,C28H1552L00863,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535626
INTEK Digital,HD-S73CX,C28H1552L00864,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537573
INTEK Digital,HD-S73CX,C28H1552L00865,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652538341
INTEK Digital,HD-S73CX,C28H1552L00866,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652543957
INTEK Digital,HD-S73CX,C28H1552L00867,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539690
INTEK Digital,HD-S73CX,C28H1552L00868,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652515956
INTEK Digital,HD-S73CX,C28H1552L00869,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539967
INTEK Digital,HD-S73CX,C28H1552L00870,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532213
INTEK Digital,HD-S73CX,C28H1552L00871,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537496
INTEK Digital,HD-S73CX,C28H1552L00872,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535791
INTEK Digital,HD-S73CX,C28H1552L00873,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516713
INTEK Digital,HD-S73CX,C28H1552L00874,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652544092
INTEK Digital,HD-S73CX,C28H1552L00875,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652517345
INTEK Digital,HD-S73CX,C28H1552L00876,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652543967
INTEK Digital,HD-S73CX,C28H1552L00877,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516226
INTEK Digital,HD-S73CX,C28H1552L00878,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529381
INTEK Digital,HD-S73CX,C28H1552L00879,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535662
INTEK Digital,HD-S73CX,C28H1552L00880,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535473
INTEK Digital,HD-S73CX,C28H1552L00881,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529466
INTEK Digital,HD-S73CX,C28H1552L00882,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652543994
INTEK Digital,HD-S73CX,C28H1552L00883,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514742
INTEK Digital,HD-S73CX,C28H1552L00884,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536007
INTEK Digital,HD-S73CX,C28H1552L00885,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529344
INTEK Digital,HD-S73CX,C28H1552L00886,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535957
INTEK Digital,HD-S73CX,C28H1552L00887,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514491
INTEK Digital,HD-S73CX,C28H1552L00888,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652543905
INTEK Digital,HD-S73CX,C28H1552L00889,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516738
INTEK Digital,HD-S73CX,C28H1552L00890,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652515189
INTEK Digital,HD-S73CX,C28H1552L00891,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539971
INTEK Digital,HD-S73CX,C28H1552L00892,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529460
INTEK Digital,HD-S73CX,C28H1552L00893,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539072
INTEK Digital,HD-S73CX,C28H1552L00894,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652543915
INTEK Digital,HD-S73CX,C28H1552L00895,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537340
INTEK Digital,HD-S73CX,C28H1552L00896,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532487
INTEK Digital,HD-S73CX,C28H1552L00897,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652543953
INTEK Digital,HD-S73CX,C28H1552L00898,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536614
INTEK Digital,HD-S73CX,C28H1552L00899,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652542290
INTEK Digital,HD-S73CX,C28H1552L00900,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529522
INTEK Digital,HD-S73CX,C28H1552L00901,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652544088
INTEK Digital,HD-S73CX,C28H1552L00902,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539098
INTEK Digital,HD-S73CX,C28H1552L00903,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652542186
INTEK Digital,HD-S73CX,C28H1552L00904,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539100
INTEK Digital,HD-S73CX,C28H1552L00905,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539977
INTEK Digital,HD-S73CX,C28H1552L00906,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539085
INTEK Digital,HD-S73CX,C28H1552L00907,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534828
INTEK Digital,HD-S73CX,C28H1552L00908,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652544429
INTEK Digital,HD-S73CX,C28H1552L00909,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540757
INTEK Digital,HD-S73CX,C28H1552L00910,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540375
INTEK Digital,HD-S73CX,C28H1552L00911,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652542266
INTEK Digital,HD-S73CX,C28H1552L00912,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514345
INTEK Digital,HD-S73CX,C28H1552L00913,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539294
INTEK Digital,HD-S73CX,C28H1552L00914,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537869
INTEK Digital,HD-S73CX,C28H1552L00915,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537808
INTEK Digital,HD-S73CX,C28H1552L00916,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652533300
INTEK Digital,HD-S73CX,C28H1552L00917,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539013
INTEK Digital,HD-S73CX,C28H1552L00918,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652544915
INTEK Digital,HD-S73CX,C28H1552L00919,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539651
INTEK Digital,HD-S73CX,C28H1552L00920,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514364
INTEK Digital,HD-S73CX,C28H1552L00921,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516109
INTEK Digital,HD-S73CX,C28H1552L00922,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540824
INTEK Digital,HD-S73CX,C28H1552L00923,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532448
INTEK Digital,HD-S73CX,C28H1552L00924,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540250
INTEK Digital,HD-S73CX,C28H1552L00925,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514493
INTEK Digital,HD-S73CX,C28H1552L00926,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532200
INTEK Digital,HD-S73CX,C28H1552L00927,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652521642
INTEK Digital,HD-S73CX,C28H1552L00928,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532214
