STB Manufacturer,STB Model,STB Serial,STB Production Date,Chipset Type,Chipset Version,Chipset Id
INTEK Digital,HD-S73CX,C28H1552L00929,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540729
INTEK Digital,HD-S73CX,C28H1552L00930,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536027
INTEK Digital,HD-S73CX,C28H1552L00931,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540786
INTEK Digital,HD-S73CX,C28H1552L00932,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539392
INTEK Digital,HD-S73CX,C28H1552L00933,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540259
INTEK Digital,HD-S73CX,C28H1552L00934,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539240
INTEK Digital,HD-S73CX,C28H1552L00935,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537284
INTEK Digital,HD-S73CX,C28H1552L00936,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536586
INTEK Digital,HD-S73CX,C28H1552L00937,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536546
INTEK Digital,HD-S73CX,C28H1552L00938,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652543945
INTEK Digital,HD-S73CX,C28H1552L00939,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539383
INTEK Digital,HD-S73CX,C28H1552L00940,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540677
INTEK Digital,HD-S73CX,C28H1552L00941,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537405
INTEK Digital,HD-S73CX,C28H1552L00942,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516141
INTEK Digital,HD-S73CX,C28H1552L00943,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652544018
INTEK Digital,HD-S73CX,C28H1552L00944,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539682
INTEK Digital,HD-S73CX,C28H1552L00945,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652538305
INTEK Digital,HD-S73CX,C28H1552L00946,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540663
INTEK Digital,HD-S73CX,C28H1552L00947,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652533241
INTEK Digital,HD-S73CX,C28H1552L00948,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539081
INTEK Digital,HD-S73CX,C28H1552L00949,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652543814
INTEK Digital,HD-S73CX,C28H1552L00950,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539190
INTEK Digital,HD-S73CX,C28H1552L00951,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541042
INTEK Digital,HD-S73CX,C28H1552L00952,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535693
INTEK Digital,HD-S73CX,C28H1552L00953,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539978
INTEK Digital,HD-S73CX,C28H1552L00954,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541803
INTEK Digital,HD-S73CX,C28H1552L00955,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539038
INTEK Digital,HD-S73CX,C28H1552L00956,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537533
INTEK Digital,HD-S73CX,C28H1552L00957,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536037
INTEK Digital,HD-S73CX,C28H1552L00958,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652544431
INTEK Digital,HD-S73CX,C28H1552L00959,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540808
INTEK Digital,HD-S73CX,C28H1552L00960,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652533229
INTEK Digital,HD-S73CX,C28H1552L00961,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652544122
INTEK Digital,HD-S73CX,C28H1552L00962,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536888
INTEK Digital,HD-S73CX,C28H1552L00963,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514378
INTEK Digital,HD-S73CX,C28H1552L00964,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536743
INTEK Digital,HD-S73CX,C28H1552L00965,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532392
INTEK Digital,HD-S73CX,C28H1552L00966,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652523977
INTEK Digital,HD-S73CX,C28H1552L00967,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652543955
INTEK Digital,HD-S73CX,C28H1552L00968,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652544042
INTEK Digital,HD-S73CX,C28H1552L00969,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539702
INTEK Digital,HD-S73CX,C28H1552L00970,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539697
INTEK Digital,HD-S73CX,C28H1552L00971,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540848
INTEK Digital,HD-S73CX,C28H1552L00972,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652544040
INTEK Digital,HD-S73CX,C28H1552L00973,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537701
INTEK Digital,HD-S73CX,C28H1552L00974,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537798
INTEK Digital,HD-S73CX,C28H1552L00975,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652538325
INTEK Digital,HD-S73CX,C28H1552L00976,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514629
INTEK Digital,HD-S73CX,C28H1552L00977,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539623
INTEK Digital,HD-S73CX,C28H1552L00978,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536588
INTEK Digital,HD-S73CX,C28H1552L00979,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532187
INTEK Digital,HD-S73CX,C28H1552L00980,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539966
INTEK Digital,HD-S73CX,C28H1552L00981,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652531674
INTEK Digital,HD-S73CX,C28H1552L00982,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532743
INTEK Digital,HD-S73CX,C28H1552L00983,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541733
INTEK Digital,HD-S73CX,C28H1552L00984,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537552
INTEK Digital,HD-S73CX,C28H1552L00985,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514381
INTEK Digital,HD-S73CX,C28H1552L00986,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514598
INTEK Digital,HD-S73CX,C28H1552L00987,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540990
INTEK Digital,HD-S73CX,C28H1552L00988,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652543941
INTEK Digital,HD-S73CX,C28H1552L00989,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514451
INTEK Digital,HD-S73CX,C28H1552L00990,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541779
INTEK Digital,HD-S73CX,C28H1552L00991,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516237
INTEK Digital,HD-S73CX,C28H1552L00992,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535006
INTEK Digital,HD-S73CX,C28H1552L00993,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652538488
INTEK Digital,HD-S73CX,C28H1552L00994,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541682
INTEK Digital,HD-S73CX,C28H1552L00995,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541707
INTEK Digital,HD-S73CX,C28H1552L00996,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652538337
INTEK Digital,HD-S73CX,C28H1552L00997,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536618
INTEK Digital,HD-S73CX,C28H1552L00998,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514642
INTEK Digital,HD-S73CX,C28H1552L00999,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652544090
INTEK Digital,HD-S73CX,C28H1552L01000,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536697
INTEK Digital,HD-S73CX,C28H1552L01001,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541011
INTEK Digital,HD-S73CX,C28H1552L01002,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537560
INTEK Digital,HD-S73CX,C28H1552L01003,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537804
INTEK Digital,HD-S73CX,C28H1552L01004,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652544165
INTEK Digital,HD-S73CX,C28H1552L01005,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514611
INTEK Digital,HD-S73CX,C28H1552L01006,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536730
INTEK Digital,HD-S73CX,C28H1552L01007,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536605
INTEK Digital,HD-S73CX,C28H1552L01008,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529516
INTEK Digital,HD-S73CX,C28H1552L01009,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536662
INTEK Digital,HD-S73CX,C28H1552L01010,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534694
INTEK Digital,HD-S73CX,C28H1552L01011,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514492
INTEK Digital,HD-S73CX,C28H1552L01012,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652544421
INTEK Digital,HD-S73CX,C28H1552L01013,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535533
INTEK Digital,HD-S73CX,C28H1552L01014,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652545238
INTEK Digital,HD-S73CX,C28H1552L01015,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534760
INTEK Digital,HD-S73CX,C28H1552L01016,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539029
INTEK Digital,HD-S73CX,C28H1552L01017,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541044
INTEK Digital,HD-S73CX,C28H1552L01018,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537007
INTEK Digital,HD-S73CX,C28H1552L01019,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540853
INTEK Digital,HD-S73CX,C28H1552L01020,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652515645
INTEK Digital,HD-S73CX,C28H1552L01021,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534804
INTEK Digital,HD-S73CX,C28H1552L01022,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536667
INTEK Digital,HD-S73CX,C28H1552L01023,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534852
INTEK Digital,HD-S73CX,C28H1552L01024,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535904
INTEK Digital,HD-S73CX,C28H1552L01025,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535419
INTEK Digital,HD-S73CX,C28H1552L01026,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539009
INTEK Digital,HD-S73CX,C28H1552L01027,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516244
INTEK Digital,HD-S73CX,C28H1552L01028,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539999
INTEK Digital,HD-S73CX,C28H1552L01029,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535413
INTEK Digital,HD-S73CX,C28H1552L01030,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541182
INTEK Digital,HD-S73CX,C28H1552L01031,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534818
INTEK Digital,HD-S73CX,C28H1552L01032,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539688
INTEK Digital,HD-S73CX,C28H1552L01033,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540248
INTEK Digital,HD-S73CX,C28H1552L01034,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534871
INTEK Digital,HD-S73CX,C28H1552L01035,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539995
INTEK Digital,HD-S73CX,C28H1552L01036,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539672
INTEK Digital,HD-S73CX,C28H1552L01037,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529265
INTEK Digital,HD-S73CX,C28H1552L01038,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516169
INTEK Digital,HD-S73CX,C28H1552L01039,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534794
INTEK Digital,HD-S73CX,C28H1552L01040,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540012
INTEK Digital,HD-S73CX,C28H1552L01041,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532682
INTEK Digital,HD-S73CX,C28H1552L01042,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529532
INTEK Digital,HD-S73CX,C28H1552L01043,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516159
INTEK Digital,HD-S73CX,C28H1552L01044,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534860
INTEK Digital,HD-S73CX,C28H1552L01045,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539997
INTEK Digital,HD-S73CX,C28H1552L01046,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534845
INTEK Digital,HD-S73CX,C28H1552L01047,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534916
INTEK Digital,HD-S73CX,C28H1552L01048,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652515971
INTEK Digital,HD-S73CX,C28H1552L01049,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652515653
INTEK Digital,HD-S73CX,C28H1552L01050,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532717
INTEK Digital,HD-S73CX,C28H1552L01051,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541464
INTEK Digital,HD-S73CX,C28H1552L01052,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532479
INTEK Digital,HD-S73CX,C28H1552L01053,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539975
INTEK Digital,HD-S73CX,C28H1552L01054,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535691
INTEK Digital,HD-S73CX,C28H1552L01055,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535642
INTEK Digital,HD-S73CX,C28H1552L01056,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534972
INTEK Digital,HD-S73CX,C28H1552L01057,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652543990
INTEK Digital,HD-S73CX,C28H1552L01058,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532446
INTEK Digital,HD-S73CX,C28H1552L01059,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652544357
INTEK Digital,HD-S73CX,C28H1552L01060,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537357
INTEK Digital,HD-S73CX,C28H1552L01061,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535564
INTEK Digital,HD-S73CX,C28H1552L01062,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540503
INTEK Digital,HD-S73CX,C28H1552L01063,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534692
INTEK Digital,HD-S73CX,C28H1552L01064,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514371
INTEK Digital,HD-S73CX,C28H1552L01065,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536047
INTEK Digital,HD-S73CX,C28H1552L01066,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529761
INTEK Digital,HD-S73CX,C28H1552L01067,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536006
INTEK Digital,HD-S73CX,C28H1552L01068,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532753
INTEK Digital,HD-S73CX,C28H1552L01069,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516631
INTEK Digital,HD-S73CX,C28H1552L01070,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535705
INTEK Digital,HD-S73CX,C28H1552L01071,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532716
INTEK Digital,HD-S73CX,C28H1552L01072,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535482
INTEK Digital,HD-S73CX,C28H1552L01073,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652515990
INTEK Digital,HD-S73CX,C28H1552L01074,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652538301
INTEK Digital,HD-S73CX,C28H1552L01075,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540610
INTEK Digital,HD-S73CX,C28H1552L01076,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532733
INTEK Digital,HD-S73CX,C28H1552L01077,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532628
INTEK Digital,HD-S73CX,C28H1552L01078,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535684
INTEK Digital,HD-S73CX,C28H1552L01079,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529788
INTEK Digital,HD-S73CX,C28H1552L01080,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532674
INTEK Digital,HD-S73CX,C28H1552L01081,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529275
INTEK Digital,HD-S73CX,C28H1552L01082,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534843
INTEK Digital,HD-S73CX,C28H1552L01083,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535872
INTEK Digital,HD-S73CX,C28H1552L01084,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652525324
INTEK Digital,HD-S73CX,C28H1552L01085,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541605
INTEK Digital,HD-S73CX,C28H1552L01086,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532998
INTEK Digital,HD-S73CX,C28H1552L01087,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534781
INTEK Digital,HD-S73CX,C28H1552L01088,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652544993
INTEK Digital,HD-S73CX,C28H1552L01089,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535525
INTEK Digital,HD-S73CX,C28H1552L01090,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652531708
INTEK Digital,HD-S73CX,C28H1552L01091,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652515678
INTEK Digital,HD-S73CX,C28H1552L01092,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516609
INTEK Digital,HD-S73CX,C28H1552L01093,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536105
INTEK Digital,HD-S73CX,C28H1552L01094,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532112
INTEK Digital,HD-S73CX,C28H1552L01095,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537121
INTEK Digital,HD-S73CX,C28H1552L01096,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652533280
INTEK Digital,HD-S73CX,C28H1552L01097,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540211
INTEK Digital,HD-S73CX,C28H1552L01098,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539185
INTEK Digital,HD-S73CX,C28H1552L01099,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532123
INTEK Digital,HD-S73CX,C28H1552L01100,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652544117
INTEK Digital,HD-S73CX,C28H1552L01101,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652538886
INTEK Digital,HD-S73CX,C28H1552L01102,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536766
INTEK Digital,HD-S73CX,C28H1552L01103,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535277
INTEK Digital,HD-S73CX,C28H1552L01104,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534660
INTEK Digital,HD-S73CX,C28H1552L01105,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516420
INTEK Digital,HD-S73CX,C28H1552L01106,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652542262
INTEK Digital,HD-S73CX,C28H1552L01107,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539346
INTEK Digital,HD-S73CX,C28H1552L01108,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652542179
INTEK Digital,HD-S73CX,C28H1552L01109,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537699
INTEK Digital,HD-S73CX,C28H1552L01110,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539984
INTEK Digital,HD-S73CX,C28H1552L01111,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535382
INTEK Digital,HD-S73CX,C28H1552L01112,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529506
INTEK Digital,HD-S73CX,C28H1552L01113,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532207
INTEK Digital,HD-S73CX,C28H1552L01114,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537777
INTEK Digital,HD-S73CX,C28H1552L01115,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532220
INTEK Digital,HD-S73CX,C28H1552L01116,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535975
INTEK Digital,HD-S73CX,C28H1552L01117,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535256
INTEK Digital,HD-S73CX,C28H1552L01118,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540985
INTEK Digital,HD-S73CX,C28H1552L01119,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652529795
INTEK Digital,HD-S73CX,C28H1552L01120,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536954
INTEK Digital,HD-S73CX,C28H1552L01121,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536600
INTEK Digital,HD-S73CX,C28H1552L01122,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516048
INTEK Digital,HD-S73CX,C28H1552L01123,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540005
INTEK Digital,HD-S73CX,C28H1552L01124,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540657
INTEK Digital,HD-S73CX,C28H1552L01125,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537774
INTEK Digital,HD-S73CX,C28H1552L01126,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537861
INTEK Digital,HD-S73CX,C28H1552L01127,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537104
INTEK Digital,HD-S73CX,C28H1552L01128,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537735
INTEK Digital,HD-S73CX,C28H1552L01129,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539591
INTEK Digital,HD-S73CX,C28H1552L01130,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652533246
INTEK Digital,HD-S73CX,C28H1552L01131,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539194
INTEK Digital,HD-S73CX,C28H1552L01132,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539330
INTEK Digital,HD-S73CX,C28H1552L01133,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532224
INTEK Digital,HD-S73CX,C28H1552L01134,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532230
INTEK Digital,HD-S73CX,C28H1552L01135,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652544016
INTEK Digital,HD-S73CX,C28H1552L01136,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534982
INTEK Digital,HD-S73CX,C28H1552L01137,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532178
INTEK Digital,HD-S73CX,C28H1552L01138,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652514361
INTEK Digital,HD-S73CX,C28H1552L01139,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539576
INTEK Digital,HD-S73CX,C28H1552L01140,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536057
INTEK Digital,HD-S73CX,C28H1552L01141,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540475
INTEK Digital,HD-S73CX,C28H1552L01142,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537729
INTEK Digital,HD-S73CX,C28H1552L01143,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536625
INTEK Digital,HD-S73CX,C28H1552L01144,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537750
INTEK Digital,HD-S73CX,C28H1552L01145,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652536021
INTEK Digital,HD-S73CX,C28H1552L01146,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652537739
INTEK Digital,HD-S73CX,C28H1552L01147,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534787
INTEK Digital,HD-S73CX,C28H1552L01148,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652531727
INTEK Digital,HD-S73CX,C28H1552L01149,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532581
INTEK Digital,HD-S73CX,C28H1552L01150,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540686
INTEK Digital,HD-S73CX,C28H1552L01151,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532374
INTEK Digital,HD-S73CX,C28H1552L01152,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539122
INTEK Digital,HD-S73CX,C28H1552L01153,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540650
INTEK Digital,HD-S73CX,C28H1552L01154,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532522
INTEK Digital,HD-S73CX,C28H1552L01155,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652539993
INTEK Digital,HD-S73CX,C28H1552L01156,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532481
INTEK Digital,HD-S73CX,C28H1552L01157,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652516064
INTEK Digital,HD-S73CX,C28H1552L01158,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540642
INTEK Digital,HD-S73CX,C28H1552L01159,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534774
INTEK Digital,HD-S73CX,C28H1552L01160,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540487
INTEK Digital,HD-S73CX,C28H1552L01161,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534666
INTEK Digital,HD-S73CX,C28H1552L01162,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652541979
INTEK Digital,HD-S73CX,C28H1552L01163,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652540842
INTEK Digital,HD-S73CX,C28H1552L01164,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652538984
INTEK Digital,HD-S73CX,C28H1552L01165,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652531698
INTEK Digital,HD-S73CX,C28H1552L01166,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534984
INTEK Digital,HD-S73CX,C28H1552L01167,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652534674
INTEK Digital,HD-S73CX,C28H1552L01168,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652535613
INTEK Digital,HD-S73CX,C28H1552L01169,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532082
INTEK Digital,HD-S73CX,C28H1552L01170,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652544061
INTEK Digital,HD-S73CX,C28H1552L01171,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652532096
INTEK Digital,HD-S73CX,C28H1552L01172,2015-12-21,Broadcom_BCM7358,BCM7358TPK,652525618
