"Operator Name";"Operator Group Name";"STB Manufacturer";"STB Model";"STB Serial";"STB Production Date";"Chipset Manufacturer";"Chipset Type";"Chipset Version";"Chipset Id"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01737";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652538925"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01792";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652534748"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01793";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540679"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01794";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540229"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01795";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652536890"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01796";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535023"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01797";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539699"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01798";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540590"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01799";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652538913"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01800";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652515969"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01918";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540113"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01919";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532115"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01920";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535253"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01921";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652531715"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01922";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652529385"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01923";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652529252"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01924";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532110"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01925";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652538486"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01926";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535305"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01936";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652529597"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01937";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516030"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01938";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652525585"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01939";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535060"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01940";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652529749"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01941";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652515214"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01942";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539167"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01943";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652525623"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01944";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516709"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02017";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535148"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02018";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535028"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02019";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652531702"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02020";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652538921"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02021";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535258"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02022";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652514357"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02023";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652529574"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02024";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516137"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02025";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535071"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02062";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652544053"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02063";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532419"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02064";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652544204"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02065";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652544068"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02066";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652544095"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02067";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652529470"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02068";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652514393"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02069";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516742"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02070";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652541488"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02116";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540767"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02117";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652514367"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02118";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652541172"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02119";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540722"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02120";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535111"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02121";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540704"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02122";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532109"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02123";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652531683"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02124";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540725"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02125";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652514482"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02126";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516222"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02127";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540700"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02128";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540714"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02129";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539562"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02130";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540535"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02131";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540744"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02132";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652531696"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02133";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652531724"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02143";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652531664"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02144";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540710"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02145";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652541711"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02146";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540501"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02147";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652518640"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02148";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540769"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02149";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652534655"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02150";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532604"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02151";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516022"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02188";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540765"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02189";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652541717"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02190";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532526"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02191";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540706"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02192";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532516"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02193";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516585"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02194";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532564"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02195";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516589"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02196";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539207"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02206";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535034"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02207";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516521"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02208";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652536902"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02209";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652517643"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02210";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652525572"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02211";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516538"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02212";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652534806"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02213";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652534890"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02214";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652525578"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02224";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516569"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02225";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652537278"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02226";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535833"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02227";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535080"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02228";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652534682"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02229";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652515944"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02230";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516556"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02231";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652536024"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02232";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516558"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02233";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652538976"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02234";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540561"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02235";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535329"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02236";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535703"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02237";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532122"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02238";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540695"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02239";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540265"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02240";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652533021"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02241";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535867"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02251";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540485"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02252";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516015"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02253";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516555"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02254";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532699"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02255";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535856"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02256";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516025"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02257";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532691"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02258";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532920"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02259";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532755"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02269";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652517657"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02270";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535936"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02271";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532631"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02272";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535942"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02273";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532532"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02274";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532927"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02275";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652529627"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02276";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532739"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02277";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532900"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02278";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540716"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02279";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540727"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02280";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516576"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02281";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532562"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02282";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652536109"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02283";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532656"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02284";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532635"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02285";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532933"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02286";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652538258"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02287";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532668"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02288";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540496"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02289";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532731"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02290";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540558"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02291";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652529488"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02292";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532544"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02293";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532106"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02294";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532558"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02295";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540688"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02296";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652514388"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02297";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540536"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02298";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652544927"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02299";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652533313"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02300";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516622"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02301";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532103"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02302";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652533309"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02303";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532902"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02304";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652537790"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02305";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652531757"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02306";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532494"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02307";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652525314"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L02308";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652533296"
