"Operator Name";"Operator Group Name";"STB Manufacturer";"STB Model";"STB Serial";"STB Production Date";"Chipset Manufacturer";"Chipset Type";"Chipset Version";"Chipset Id"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00928";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532214"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00929";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540729"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00930";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652536027"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00931";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540786"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00932";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539392"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00933";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540259"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00934";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539240"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00935";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652537284"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00936";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652536586"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00937";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652536546"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00938";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652543945"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00939";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539383"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00940";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540677"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00941";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652537405"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00942";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516141"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00943";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652544018"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00944";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539682"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00945";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652538305"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00946";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540663"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00947";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652533241"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00948";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539081"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00949";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652543814"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00950";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539190"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00951";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652541042"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00952";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535693"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00953";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539978"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00954";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652541803"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00955";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539038"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00956";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652537533"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00957";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652536037"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00958";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652544431"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00959";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540808"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00960";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652533229"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00961";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652544122"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00962";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652536888"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00963";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652514378"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00964";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652536743"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00965";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532392"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00966";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652523977"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00967";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652543955"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00968";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652544042"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00969";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539702"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00970";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539697"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00971";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540848"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00972";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652544040"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00973";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652537701"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00974";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652537798"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00975";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652538325"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00976";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652514629"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00977";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539623"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00978";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652536588"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00979";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532187"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00980";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539966"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00981";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652531674"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00982";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532743"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00983";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652541733"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00984";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652537552"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00985";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652514381"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00986";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652514598"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00987";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540990"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00988";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652543941"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00989";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652514451"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00990";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652541779"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00991";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516237"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00992";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535006"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00993";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652538488"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00994";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652541682"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00995";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652541707"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00996";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652538337"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00997";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652536618"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00998";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652514642"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L00999";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652544090"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01000";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652536697"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01001";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652541011"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01002";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652537560"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01003";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652537804"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01004";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652544165"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01005";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652514611"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01006";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652536730"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01007";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652536605"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01008";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652529516"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01009";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652536662"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01010";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652534694"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01011";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652514492"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01012";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652544421"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01013";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535533"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01014";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652545238"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01015";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652534760"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01016";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539029"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01017";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652541044"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01018";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652537007"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01019";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540853"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01020";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652515645"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01021";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652534804"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01022";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652536667"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01023";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652534852"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01024";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535904"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01025";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535419"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01026";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539009"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01027";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516244"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01028";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539999"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01029";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535413"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01030";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652541182"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01031";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652534818"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01032";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539688"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01033";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540248"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01034";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652534871"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01035";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539995"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01036";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539672"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01037";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652529265"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01038";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516169"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01039";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652534794"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01040";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540012"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01041";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532682"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01042";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652529532"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01043";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516159"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01044";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652534860"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01045";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539997"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01046";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652534845"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01047";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652534916"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01048";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652515971"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01049";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652515653"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01050";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532717"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01051";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652541464"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01052";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532479"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01053";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652539975"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01054";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535691"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01055";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535642"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01056";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652534972"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01057";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652543990"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01058";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532446"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01059";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652544357"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01060";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652537357"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01061";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535564"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01062";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540503"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01063";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652534692"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01064";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652514371"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01065";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652536047"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01066";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652529761"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01067";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652536006"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01068";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532753"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01069";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652516631"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01070";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535705"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01071";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532716"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01072";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535482"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01073";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652515990"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01074";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652538301"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01075";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652540610"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01076";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532733"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01077";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532628"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01078";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535684"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01079";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652529788"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01080";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652532674"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01081";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652529275"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01082";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652534843"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01083";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652535872"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01084";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652525324"
"Albanian Satellite Communication";"";"INTEK Digital";"HD-S73CX";"C28H1552L01085";"2015-12-21";"Broadcom";"Broadcom_BCM7358";"BCM7358TPK";"00652541605"
